LocationTitle,AddressStreetInfo,City,State,Zipcode,Details,Latitude,Longitude,GroupTitle,Day,Start,End,Meeting_Type
"Hamilton House",141 West 73rd Street,New York,NY,10023,"141 West 73rd Street,Betw Columbus & Amsterdam Avenues,NY 10023",40.7789036,-73.9799533,06,"ansonia",Mondays,7:00 PM,8:00 PM,C
"Hamilton House",141 West 73rd Street,New York,NY,10023,"141 West 73rd Street,Betw Columbus & Amsterdam Avenues,NY 10023",40.7789036,-73.9799533,06,"hargrave",Thursdays,7:00 PM,8:00 PM,B
"Hamilton House",141 West 73rd Street,New York,NY,10023,"141 West 73rd Street,Betw Columbus & Amsterdam Avenues,NY 10023",40.7789036,-73.9799533,06,"hargrave",Fridays,7:00 PM,8:00 PM,B
"Hamilton House",141 West 73rd Street,New York,NY,10023,"141 West 73rd Street,Betw Columbus & Amsterdam Avenues,NY 10023",40.7789036,-73.9799533,06,"hargrave",Thursdays,8:15 PM,9:15 PM,C
"Fourth Universalist Church",4 West 76th Street. Meeting in the gym.,New York,NY,10023,"4 West 76th Street. Meeting in the gym.,Between Central Park West & Columbus Avenue,NY 10023",40.7788736,-73.9745891,06,"atlantic west step & tradition",Fridays,7:00 PM,8:00 PM,S
"Church of the Ascension",221 West 107th Street,New York,NY,10025,"221 West 107th Street,Basement,Betw. Amsterdam Avenue & Bway,NY 10025",40.8017795,-73.9665393,06,"bloomingdale",Tuesdays,6:15 PM,7:15 PM,S
"Church of the Ascension",221 West 107th Street,New York,NY,10025,"221 West 107th Street,Basement,Betw. Amsterdam Avenue & Bway,NY 10025",40.8017795,-73.9665393,06,"bloomingdale",Tuesdays,7:30 PM,8:30 PM,B
"Holy Trinity Rectory",215 West 82nd Street,New York,NY,10024,"215 West 82nd Street,Betw Amsterdam Avenue & Bway,NY 10024",40.7852818734432,-73.9771060064311,06,"cadillacs for everyone",Thursdays,7:00 PM,8:00 PM,OD
"Broadway Presbyterian Church",601 West 114th Street,New York,NY,10025,"601 West 114th Street,2nd Red Door,NY 10025",40.8069051,-73.965058,06,"campus cheer",Tuesdays,12:30 PM,1:30 PM,C
"Broadway Presbyterian Church",601 West 114th Street,New York,NY,10025,"601 West 114th Street,2nd Red Door,NY 10025",40.8069051,-73.965058,06,"campus cheer",Thursdays,12:30 PM,1:30 PM,C
"Universalist Church",Central Park West & 76th Street,New York,NY,10023,"Central Park West & 76th Street,basement gymnasium,enter on 76th Street NY 10023",40.7787712,-73.9743066,06,"central park west",Tuesdays,8:15 PM,9:30 PM,C
"Universalist Church",Central Park West & 76th Street,New York,NY,10023,"Central Park West & 76th Street,basement gymnasium,enter on 76th Street NY 10023",40.7787712,-73.9743066,06,"chock full of sobriety",Fridays,6:30 PM,7:30 PM,C
"Universalist Church",Central Park West & 76th Street,New York,NY,10023,"Central Park West & 76th Street,basement gymnasium,enter on 76th Street NY 10023",40.7787712,-73.9743066,06,"women's westside topic",Tuesdays,6:30 PM,7:30 PM,C
"West Side YMCA at 63rd Street",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,Downstairs in large meeting room.,Betw. Central Park West & Broadway,10023",40.7708644,-73.9806413,06,"chelsea riverside",Mondays,7:30 PM,8:45 PM,O
"West Side YMCA at 63rd Street",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,Downstairs in large meeting room.,Betw. Central Park West & Broadway,10023",40.7708644,-73.9806413,06,"chelsea riverside",Mondays,9:00 PM,10:00 PM,B
"West Side YMCA at 63rd Street",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,Downstairs in large meeting room.,Betw. Central Park West & Broadway,10023",40.7708644,-73.9806413,06,"chelsea riverside",Mondays,10:15 PM,11:15 PM,C
"Fourth Universalist Society",160 Central Park West,New York,NY,10023,"160 Central Park West,Gym basement.,@ 76th Street,NY 10023",40.7787712,-73.9743066,06,"classen hall     (:ii)",Sundays,6:00 PM,7:00 PM,B
"Good Shepherd Faith Church",152 West 66th Street,New York,NY,10023,"152 West 66th Street,Basement Level Chapel,Betw. Broadway & Amsterdam Avenue,NY 10023",40.7744405,-73.9838262,06,"classen hall step meeting  ( :i )",Sundays,6:15 PM,7:45 PM,S
"Second Presbyterian Church",3 West 95th Street,New York,NY,10025,"3 West 95th Street,Lower Level Auditorium,Betw Central Park West & Columbus Avenue,NY 10025",40.7912379,-73.9655109,06,"columbus at five",Saturdays,5:00 PM,6:00 PM,C
"Second Presbyterian Church",3 West 95th Street,New York,NY,10025,"3 West 95th Street,Lower Level Auditorium,Betw Central Park West & Columbus Avenue,NY 10025",40.7912379,-73.9655109,06,"columbus at five",Sundays,5:00 PM,6:00 PM,C
"Second Presbyterian Church",3 West 95th Street,New York,NY,10025,"3 West 95th Street,Lower Level Auditorium,Betw Central Park West & Columbus Avenue,NY 10025",40.7912379,-73.9655109,06,"columbus at five",Fridays,7:00 PM,8:00 PM,C
"All Angels Church",251 West 80th Street,New York,NY,10024,"251 West 80th Street,10024",40.7848713,-73.9800524,06,"eightieth street beginners",Fridays,7:30 PM,8:45 PM,C
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,@ Columbus Avenue NY 10023",40.7769516,-73.9795507,06,"fast break",Fridays,7:00 AM,8:00 AM,C
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,@ Columbus Avenue NY 10023",40.7769516,-73.9795507,06,"fast break",Mondays,7:00 AM,8:00 AM,C
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,@ Columbus Avenue NY 10023",40.7769516,-73.9795507,06,"fast break",Tuesdays,7:00 AM,8:00 AM,C
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,@ Columbus Avenue NY 10023",40.7769516,-73.9795507,06,"fast break",Wednesdays,7:00 AM,8:00 AM,C
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,@ Columbus Avenue NY 10023",40.7769516,-73.9795507,06,"fast break",Thursdays,7:00 AM,8:00 AM,S
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,@ Columbus Avenue NY 10023",40.7769516,-73.9795507,06,"fast break",Fridays,8:15 AM,9:15 AM,C
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,@ Columbus Avenue NY 10023",40.7769516,-73.9795507,06,"fast break",Mondays,8:15 AM,9:15 AM,C
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,@ Columbus Avenue NY 10023",40.7769516,-73.9795507,06,"fast break",Tuesdays,8:15 AM,9:15 AM,C
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,@ Columbus Avenue NY 10023",40.7769516,-73.9795507,06,"fast break",Wednesdays,8:15 AM,9:15 AM,C
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,@ Columbus Avenue NY 10023",40.7769516,-73.9795507,06,"fast break",Thursdays,8:15 AM,9:15 AM,C
"West Side YMCA",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,1st Floor,Betw CPW & Bway,10023",40.7708644,-73.9806413,06,"fast break weekend",Sundays,8:00 AM,9:00 AM,C
"West Side YMCA",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,1st Floor,Betw CPW & Bway,10023",40.7708644,-73.9806413,06,"fast break weekend",Saturdays,8:00 AM,9:00 AM,C
"West Side YMCA",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,1st Floor,Betw CPW & Bway,10023",40.7708644,-73.9806413,06,"fireside  (:ii)  weekend meetings only",Saturdays,10:30 AM,11:30 AM,S
"West Side YMCA",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,1st Floor,Betw CPW & Bway,10023",40.7708644,-73.9806413,06,"fireside  (:ii)  weekend meetings only",Sundays,12:30 PM,1:30 PM,B
"West Side YMCA",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,1st Floor,Betw CPW & Bway,10023",40.7708644,-73.9806413,06,"fireside  (:ii)  weekend meetings only",Saturdays,12:30 PM,1:30 PM,S
"West Side YMCA",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,1st Floor,Betw CPW & Bway,10023",40.7708644,-73.9806413,06,"promises promises",Saturdays,6:30 PM,7:30 PM,C
"West Side YMCA",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,1st Floor,Betw CPW & Bway,10023",40.7708644,-73.9806413,06,"sunday men's topic",Sundays,10:30 AM,11:30 AM,C
"Church of St. Matthew and St. Timothy",26 West 84th Street,New York,NY,10024,"26 West 84th Street,Betw. Columbus Avenue and Central Park West 10024",40.7844228,-73.9716168,06,"friday night step",Fridays,6:30 PM,7:45 PM,S
"Holy Name School",200 West 97th Street,New York,NY,10025,"200 West 97th Street,Basement,@ Amsterdam Avenue,NY 10025",40.7946604892952,-73.9699229082063,06,"grupo camino real",Sundays,4:30 PM,5:30 PM,OD
"Holy Name School",200 West 97th Street,New York,NY,10025,"200 West 97th Street,Basement,@ Amsterdam Avenue,NY 10025",40.7946604892952,-73.9699229082063,06,"grupo camino real",Thursdays,7:00 PM,8:00 PM,C
"Grace House",218 West 108th Street,New York,NY,10025,"218 West 108th Street,Main Floor,Betw. Amsterdam Avenue & Broadway,NY 10025",40.8021037,-73.9658778,06,"grupo dulces 24",Mondays,7:30 PM,8:30 PM,OD
"Grace House",218 West 108th Street,New York,NY,10025,"218 West 108th Street,Main Floor,Betw. Amsterdam Avenue & Broadway,NY 10025",40.8021037,-73.9658778,06,"grupo dulces 24",Wednesdays,7:30 PM,8:30 PM,C
"Grace House",218 West 108th Street,New York,NY,10025,"218 West 108th Street,Main Floor,Betw. Amsterdam Avenue & Broadway,NY 10025",40.8021037,-73.9658778,06,"grupo dulces 24",Fridays,7:30 PM,8:30 PM,OD
"Grace House",218 West 108th Street,New York,NY,10025,"218 West 108th Street,Main Floor,Betw. Amsterdam Avenue & Broadway,NY 10025",40.8021037,-73.9658778,06,"grupo dulces 24",Sundays,7:30 PM,8:30 PM,O
"Iglesia Metodista Grace",125 West 104th Street,New York,NY,10025,"125 West 104th Street,1st Floor,Betw. Columbus & Amsterdam Avenues,10025",40.7985878,-73.9649967,06,"grupo luz divina",Tuesdays,7:30 PM,8:30 PM,O
"Rutgers Church",236 West 73rd Street,New York,NY,10023,"236 West 73rd Street,5th Floor,West of Broadway,NY 10023",40.7796494,-73.982239,06,"lambda west",Saturdays,6:00 PM,7:00 PM,S
"Rutgers Church",236 West 73rd Street,New York,NY,10023,"236 West 73rd Street,5th Floor,West of Broadway,NY 10023",40.7796494,-73.982239,06,"lambda west",Wednesdays,6:00 PM,7:00 PM,OD
"Rutgers Church",236 West 73rd Street,New York,NY,10023,"236 West 73rd Street,5th Floor,West of Broadway,NY 10023",40.7796494,-73.982239,06,"lambda west",Wednesdays,7:15 PM,8:15 PM,B
"Rutgers Church",236 West 73rd Street,New York,NY,10023,"236 West 73rd Street,5th Floor,West of Broadway,NY 10023",40.7796494,-73.982239,06,"lambda west",Wednesdays,8:30 PM,9:30 PM,C
"West End Presbyterian Church",165 West 105th Street,New York,NY,10025,"165 West 105th Street,Basement,@ Amsterdam Avenue,NY 10025",40.7996866,-73.9657282,06,"manhattan valley",Wednesdays,7:00 PM,8:00 PM,B
"Holy Name Church Rectory",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Little Room,Betw Amsterdam & Broadway,NY 10025",40.7945161,-73.9710419,06,"mid-day cheer",Fridays,1:00 PM,2:00 PM,S
"Holy Name Church Rectory",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Little Room,Betw Amsterdam & Broadway,NY 10025",40.7945161,-73.9710419,06,"mid-day cheer",Mondays,1:00 PM,2:15 PM,S
"Holy Name Church Rectory",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Little Room,Betw Amsterdam & Broadway,NY 10025",40.7945161,-73.9710419,06,"mid-day cheer",Tuesdays,1:00 PM,2:15 PM,BB
"Holy Name Church Rectory",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Little Room,Betw Amsterdam & Broadway,NY 10025",40.7945161,-73.9710419,06,"mid-day cheer",Wednesdays,1:00 PM,2:15 PM,OD
"Holy Name Church Rectory",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Little Room,Betw Amsterdam & Broadway,NY 10025",40.7945161,-73.9710419,06,"mid-day cheer",Thursdays,1:00 PM,2:15 PM,C
"Advent Lutheran Church",2504 Broadway,New York,NY,10025,"2504 Broadway,Basement,@ 93rd Street,NY 10025",40.7927534,-73.972842,06,"morningside",Saturdays,6:30 PM,7:30 PM,B
"Advent Lutheran Church",2504 Broadway,New York,NY,10025,"2504 Broadway,Basement,@ 93rd Street,NY 10025",40.7927534,-73.972842,06,"morningside",Saturdays,8:00 PM,9:00 PM,OD
"Advent Lutheran Church",2504 Broadway,New York,NY,10025,"2504 Broadway,Basement,@ 93rd Street,NY 10025",40.7927534,-73.972842,06,"morningside",Saturdays,8:00 PM,9:00 PM,S
"Advent Lutheran Church",2504 Broadway,New York,NY,10025,"2504 Broadway,Basement,@ 93rd Street,NY 10025",40.7927534,-73.972842,06,"morningside",Saturdays,9:15 PM,10:15 PM,OD
"Church of Notre Dame",405 West 114th Street,New York,NY,10025,"405 West 114th Street,Merton Room,1 Block East of  Amsterdam Avenue,10025",40.7946083,-73.9358608,06,"morningside heights beginners",Wednesdays,6:30 PM,7:30 PM,B
"Church of Notre Dame",405 West 114th Street,New York,NY,10025,"405 West 114th Street,Merton Room,1 Block East of  Amsterdam Avenue,10025",40.7946083,-73.9358608,06,"morningside heights beginners",Fridays,6:30 PM,7:30 PM,B
"West End Collegiate Church",368 West End Ave,New York,NY,10024,"368 West End Ave,1st floor,@77th Street NY 10024",40.783225,-73.9817572,06,"never too late",Tuesdays,7:30 PM,8:30 PM,C
"West End Collegiate Church",368 West End Ave,New York,NY,10024,"368 West End Ave,1st floor,@77th Street NY 10024",40.783225,-73.9817572,06,"smithereens",Wednesdays,7:00 PM,8:00 PM,B
"West End Collegiate Church",368 West End Ave,New York,NY,10024,"368 West End Ave,1st floor,@77th Street NY 10024",40.783225,-73.9817572,06,"smithereens",Wednesdays,8:15 PM,9:15 PM,S
"St. Michael's Parish House",225 West 99th Street,New York,NY,10025,"225 West 99th Street,1st Floor,Betw. Amsterdam Avenue & Broadway,NY 10025",40.7964452,-73.9694226,06,"night light",Mondays,6:30 PM,7:30 PM,S
"Anshe Chesed Synagogue",251 West 100th Street,New York,NY,10025,"251 West 100th Street,@ West End Avenue NY 10025",40.7977791,-73.9709911,06,"night light beginners",Thursdays,6:00 PM,7:00 PM,B
"Church of St. Matthew & St. Timothy",26 West 84th Street,New York,NY,10024,"26 West 84th Street,Betw. Central Park West & Columbus Avenue,NY 10024",40.7844228,-73.9716168,06,"oxford  (:i)",s,12:00 AM,12:00 AM,undefined
"Church of St. Matthew & St. Timothy",26 West 84th Street,New York,NY,10024,"26 West 84th Street,Betw. Central Park West & Columbus Avenue,NY 10024",40.7844228,-73.9716168,06,"oxford  (:i)",Mondays,7:30 PM,8:30 PM,C
"Church of St. Matthew & St. Timothy",26 West 84th Street,New York,NY,10024,"26 West 84th Street,Betw. Central Park West & Columbus Avenue,NY 10024",40.7844228,-73.9716168,06,"oxford  (:i)",Wednesdays,7:30 PM,8:30 PM,O
"Church of St. Matthew & St. Timothy",26 West 84th Street,New York,NY,10024,"26 West 84th Street,Betw. Central Park West & Columbus Avenue,NY 10024",40.7844228,-73.9716168,06,"oxford  (:i)",Thursdays,7:30 PM,8:30 PM,BB
"St. Ignatius Church",552 West End Avenue,New York,NY,10024,"552 West End Avenue,Basement,Betw. Broadway & West End Avenue,Enter on 87th Street,NY 10024",40.78931,-73.9773114,06,"renewal west",Sundays,7:00 PM,8:00 PM,B
"Volunteers of America",340 West 85th Street,New York,NY,10024,"340 West 85th Street,Basement,Betw. West End Avenue & Riverside Drive,NY 10024",40.7887343,-73.9798639,06,"rude awakening",Wednesdays,8:30 PM,9:30 PM,C
"Blessed Sacrament Church Rectory",152 West 71st Street,New York,NY,10023,"152 West 71st Street,Betw Columbus Avenue & Broadway,NY 10023",40.7774259,-73.9812051,06,"sober stepping",Saturdays,6:30 PM,7:30 PM,S
"Blessed Sacrament Church Rectory",152 West 71st Street,New York,NY,10023,"152 West 71st Street,Betw Columbus Avenue & Broadway,NY 10023",40.7774259,-73.9812051,06,"way of life",Saturdays,10:00 AM,11:00 AM,C
"Blessed Sacrament Church Rectory",152 West 71st Street,New York,NY,10023,"152 West 71st Street,Betw Columbus Avenue & Broadway,NY 10023",40.7774259,-73.9812051,06,"way of life",Saturdays,11:15 AM,12:15 PM,C
"Blessed Sacrament Church Rectory",152 West 71st Street,New York,NY,10023,"152 West 71st Street,Betw Columbus Avenue & Broadway,NY 10023",40.7774259,-73.9812051,06,"westside step",Fridays,7:00 PM,8:00 PM,S
"131 West 72nd Street",131 West 72nd Street,New York,NY,10023,"131 West 72nd Street,3rd Floor,Room #2F,Betw. Columbus & Amsterdam Avenues,NY 10023",40.7780247,-73.9798344,06,"sunday west",Sundays,12:00 PM,1:00 PM,C
"Stephen Wise Free Synagogue",30 West 68th Street,New York,NY,10023,"30 West 68th Street,Check security desk for Room #,Betw Central Park West & Columbus Avenue,NY 10023",40.7740859,-73.979107,06,"we agnostics of nyc",Thursdays,6:15 PM,7:15 PM,C
"Church of St. Paul & St. Andrew",263 West 86th Street,New York,NY,10024,"263 West 86th Street,1st Floor,@Corner of West End Avenue & 86th Street NY 10024",40.7887918,-73.9772649,06,"west end",Thursdays,7:00 PM,8:00 PM,B
"Church of St. Paul & St. Andrew",263 West 86th Street,New York,NY,10024,"263 West 86th Street,1st Floor,@Corner of West End Avenue & 86th Street NY 10024",40.7887918,-73.9772649,06,"west end",Thursdays,7:00 PM,8:00 PM,S
"Church of St. Paul & St. Andrew",263 West 86th Street,New York,NY,10024,"263 West 86th Street,1st Floor,@Corner of West End Avenue & 86th Street NY 10024",40.7887918,-73.9772649,06,"west end",Tuesdays,7:00 PM,8:00 PM,B
"Church of St. Paul & St. Andrew",263 West 86th Street,New York,NY,10024,"263 West 86th Street,1st Floor,@Corner of West End Avenue & 86th Street NY 10024",40.7887918,-73.9772649,06,"west end",Tuesdays,7:00 PM,8:00 PM,BB
"Addiction Institute",306 West 102nd Street,New York,NY,10025,"306 West 102nd Street,2nd Floor,Betw West End Avenue & Riverside Drive,NY 10025",40.7992334,-73.9710638,06,"westside 11th step meditation workshop",Wednesdays,7:00 PM,8:00 PM,C
"Church of St.Matthew & St. Timothy",26 West 84th Street,New York,NY,10024,"26 West 84th Street,Stanford Room,blue door,Betw. Columbus Avenue & Central Park West,NY 10024",40.7844228,-73.9716168,06,"westside young people",Saturdays,7:00 PM,8:00 PM,B
"Goddard Riverside Community Center",595 Columbus Avenue,New York,NY,10024,"595 Columbus Avenue,88th Street,Ground Level,Art Room 10024",40.7879892,-73.9707609,06,"without a prayer",Saturdays,5:00 PM,6:00 PM,OD
"Trinity Halfway House",306 West 102nd Street,New York,NY,10025,"306 West 102nd Street,2nd Floor,Betw. Riverside Drive & West End Avenue,NY 10025",40.7992334,-73.9710638,06,"women living sober",Wednesdays,9:00 AM,10:00 AM,C
"Trinity Halfway House",306 West 102nd Street,New York,NY,10025,"306 West 102nd Street,2nd Floor,Betw. Riverside Drive & West End Avenue,NY 10025",40.7992334,-73.9710638,06,"women living sober",Saturdays,9:00 AM,10:00 AM,C
"Blessed Sacrament (Rectory)",152 West 71st Street,New York,NY,10023,"152 West 71st Street,Between Broadway and Columbus Avenue,10023",40.7774259,-73.9812051,06,"women's beginning literature",Thursdays,12:00 PM,1:00 PM,C
"Blessed Sacrament (Rectory)",152 West 71st Street,New York,NY,10023,"152 West 71st Street,Between Broadway and Columbus Avenue,10023",40.7774259,-73.9812051,06,"women's beginning literature",Mondays,12:00 PM,1:15 PM,C
"Blessed Sacrament (Rectory)",152 West 71st Street,New York,NY,10023,"152 West 71st Street,Between Broadway and Columbus Avenue,10023",40.7774259,-73.9812051,06,"women's beginning literature",Wednesdays,12:30 PM,1:30 PM,B
"Blessed Sacrament (Rectory)",152 West 71st Street,New York,NY,10023,"152 West 71st Street,Between Broadway and Columbus Avenue,10023",40.7774259,-73.9812051,06,"women's tell it like it is",Mondays,12:00 PM,1:15 PM,C
"152 west 71st street",152 west 71st street,New York,NY,,"152 west 71st street,Between Broadway and Columbuis Avenues",40.7774259,-73.9812051,06,"women's eleventh step meeting",Mondays,12:00 PM,1:00 PM,OD
